index contrast dissimilarity homogeneity asymmetry energy Label
Cr_42 8538286 457560 3414.75110190259 413476 643.02099499161 0
Cr_43 10771938 517132 3003.68093100861 432614 657.733988782699 0
Cr_44 10250777 498939 3156.89706963762 353052 594.181790363858 0
Cr_45 9672659 487921 3208.8188039549 404030 635.633542223819 0
Cr_46 11465679 530311 2957.25663214278 281738 530.789977297989 0
Cr_47 5544411 363543 4381.7405999208 407218 638.136349066561 0
Cr_48 9473130 485792 3119.69020203487 468878 684.746668484046 0
Cr_49 6515820 396098 3953.93857448629 380410 616.773864556533 0
Cr_50 10799985 514515 3025.71424311083 428498 654.597586307802 0
Cr_51 10966495 518849 3040.85924458042 417808 646.380692780965 0
Cr_52 10251346 502416 3130.77829563142 438808 662.425844906432 0
Cr_53 10294086 505530 3044.54397610481 419562 647.736057356698 0
Cr_54 10713672 514644 3023.96169827496 394144 627.808888118032 0
Cr_55 11488892 530812 2946.82447957348 364428 603.678722500636 0
Cr_56 12510050 552516 2866.93479592813 321866 567.332354092379 0
Cr_57 12155699 547997 2844.61644562105 367200 605.970296301725 0
Cr_58 11270336 528368 2905.8886722875 384468 620.054836284663 0
Cr_59 3987610 309008 5025.99944218757 699458 836.336056857529 0
Cr_60 9579104 478798 3333.3223344859 339734 582.8670517365 0
Cr_61 7927184 436256 3658.98334143152 341292 584.202019852722 0
Cr_62 9217811 469281 3445.80045798403 329584 574.094068946893 0
Cr_63 12017718 545360 2818.01833985988 377988 614.807286879393 0
Cr_64 11599798 532702 2890.22935204317 361104 600.919295746109 0
Cr_65 12293433 550493 2813.28562266614 379036 615.658996523238 0
Cr_66 11591520 536800 2780.01433156906 378742 615.420181664527 0
Cr_67 11942208 540590 2928.41126960633 382316 618.317070765477 0
Cr_68 11993683 539837 2946.90248465383 297160 545.123839141163 0
Cr_69 11386652 527834 2985.11679883354 409222 639.704619336143 0
Cr_70 10929840 520276 3005.60895051417 416430 645.313877117175 0
Cr_71 11256253 528381 2989.62662564605 362474 602.058136727675 0
Cr_72 10175622 501118 3167.56984423055 402232 634.217628263359 0
Cr_73 10719190 514910 3031.12434190184 368666 607.178721629802 0
Cr_74 10313746 505386 3035.26847208547 402522 634.446215214497 0
Cr_75 4890515 345863 4413.56187750069 678456 823.684405582624 0
Cr_76 11765234 539850 2908.19408589445 374864 612.261382091015 0
Cr_77 12112329 546053 2855.57136671184 359898 599.914993978314 0
Cr_78 11953724 544394 2877.0350328819 364422 603.673752949389 0
Cr_79 12863540 564806 2733.61894721847 352528 593.740684137444 0
Cr_80 11317646 528590 2930.41952339864 370024 608.295980588397 0
Cr_81 3781752 301864 5088.75746918844 796444 892.437112630352 0
Cr_82 6038984 383518 4043.88990246096 475012 689.21114326453 0
Cr_83 5101343 350179 4400.61358755133 602002 775.887878497918 0
Cr_84 6523173 397643 3945.3474961379 437570 661.490740675937 0
Cr_85 12191228 546510 2905.8911565605 335772 579.458367788403 0
Cr_86 6085734 384352 4037.1528196793 578466 760.569523449369 0
Cr_87 12427379 551693 2913.51322652299 331574 575.824626079851 0
Cr_88 13912975 587049 2664.46582938945 315230 561.453470912773 0
Cr_89 13535954 576914 2752.71266201111 292936 541.235623365647 0
Cr_90 12204040 544622 2926.04301841293 308070 555.040539059986 0
Cr_91 11321852 526736 2982.3607188607 333990 577.918679400485 0
Cr_92 9474434 478246 3330.77889044974 337628 581.057656347458 0
Cr_93 6011253 382091 4068.9806652626 594120 770.791800682908 0
Cr_94 6238273 387355 4016.23775372927 517702 719.515114504205 0
Cr_95 9318224 477990 3258.35047650119 365560 604.615580348373 0
Cr_96 13240369 574021 2732.64847208259 344008 586.521951848352 0
Cr_97 13408542 576404 2754.70628608564 330996 575.322518245201 0
Cr_98 9473618 479660 3321.08953090132 293308 541.579172420801 0
Cr_99 14105911 590945 2706.81218417397 306458 553.586488274416 0
Cr_100 13906143 585817 2739.01065916245 315858 562.012455377993 0
Cr_101 4893659 342617 4602.41335696947 591058 768.80296565505 0
Cr_102 15493957 620349 2559.02424615085 282580 531.582542978981 0
Cr_103 15901464 627854 2551.73960567272 286044 534.830814370302 0
Cr_104 15327377 615823 2632.88391065452 280816 529.920748791742 0
Cr_105 7598659 429819 3650.5685296155 421730 649.407422193495 0
Cr_106 7555702 428298 3646.21988184723 419872 647.975308171538 0
Cr_107 6158870 388382 3941.53731032127 551214 742.437876188978 0
Cr_108 15402458 616476 2595.10104454165 293124 541.409272177712 0
Cr_109 16888513 647527 2481.56511053847 290472 538.954543537764 0
Cr_110 15431653 614285 2633.48131109833 255012 504.987128548837 0
Cr_111 15299479 611775 2602.79931651443 278948 528.155280197027 0
Cr_112 14210407 593489 2652.89157825992 306986 554.063173293443 0
Cr_113 9712094 483712 3343.97328996434 285326 534.159152313241 0
Cr_114 14495990 595860 2699.37513166843 255970 505.93477840528 0
Cr_115 13671567 578241 2890.78287131425 268956 518.609679817105 0
Cr_116 14368961 594451 2701.35244295754 314948 561.202280822165 0
Cr_117 13192552 567326 2942.85633467737 274970 524.37581942725 0
Cr_118 6299275 392601 3885.49371390012 545408 738.517433782033 0
Cr_119 9572716 481870 3210.25911257528 349246 590.970388429065 0
Cr_120 14064902 589202 2654.44678990002 304794 552.081515720278 0
Cr_121 13900289 584427 2680.47209266004 327330 572.127608143498 0
Cr_122 14109758 590186 2614.39145766541 275556 524.93428160104 0
Cr_123 13953056 586070 2713.94678962454 323400 568.682688324517 0
Cr_124 13204472 571092 2792.33886619841 330438 574.837368305158 0
Cr_125 6779327 406005 3869.73397271113 491534 701.094858061304 0
Cr_126 6804598 404906 3890.2743013518 428250 654.408129533856 0
Cr_127 14434323 599015 2613.22968354083 332790 576.879536818563 0
Cr_128 6399840 392134 4017.47853239649 451054 671.605538988475 0
Cr_129 14413327 599065 2595.54658236016 317774 563.71446672939 0
Cr_130 13514332 579954 2631.75445917166 342102 584.894862347072 0
Cr_131 13838116 585256 2609.91503464499 339368 582.553001880516 0
Cr_132 13089073 566913 2730.92092135667 301998 549.543446872038 0
Cr_133 6419370 394366 3944.33601382493 469320 685.069339556223 0
Cr_134 6301605 390367 4030.56000123546 507022 712.054773174087 0
Cr_135 12604541 557519 2816.85337655158 350254 591.822608557666 0
Cr_136 13939568 587276 2672.05533986279 335188 578.954229624415 0
Cr_137 13923333 585317 2728.80033951002 301502 549.091977723223 0
Cr_138 13428421 574643 2777.47628104793 305890 553.073232040749 0
Cr_139 4978679 344203 4523.56908545008 572872 756.88308212035 0
Cr_140 14510819 599393 2584.69741945583 307838 554.831505954736 0
Cr_141 13971482 587022 2656.97219268151 301350 548.953549947534 0
Cr_142 14331676 595594 2624.65367867076 328630 573.262592535044 0
Cr_143 14380330 595656 2610.3683184 304316 551.648438772376 0
Cr_144 14343884 596434 2614.52116879258 317638 563.593825374267 0
Cr_145 15531842 620230 2541.56300551 294262 542.459215056763 0
Cr_146 8460980 450720 3551.48368575786 295374 543.483210412244 0
Cr_147 4704542 334314 4664.13508063559 597844 773.203724771163 0
Cr_148 13804495 583491 2750.43654427616 311498 558.12005876872 0
Cr_149 13430536 574684 2759.07692253283 311452 558.078847475874 0
Cr_150 14703940 602696 2647.67753871678 301892 549.446994713776 0
Cr_151 12519714 555082 2819.57220964536 283242 532.204847779499 0
Cr_152 8206698 445394 3529.69293386543 362964 602.46493673906 0
Cr_153 16230377 631833 2571.10180446961 276998 526.3059946457 0
Cr_154 15653799 620789 2586.27427133394 294642 542.809358799201 0
Cr_155 11779134 537418 2960.33725561399 316346 562.446441894693 0
Cr_156 15709292 624718 2613.65121274685 288258 536.896638097129 0
Cr_157 12090349 544693 2902.66775044794 331772 575.996527767312 0
Cr_158 16172133 635723 2542.77902804624 292710 541.02680155423 0
Cr_159 16467191 639183 2537.80331960053 289628 538.170976549275 0
Cr_160 15647210 621988 2553.96762299152 268716 518.378240284061 0
Cr_161 15214771 614023 2599.1704385385 303022 550.474340909729 0
Cr_162 15269077 615331 2634.28295007889 272040 521.574539255896 0
Cr_163 11797535 535133 3023.46534144352 247398 497.391194131943 0
Cr_164 15581466 620894 2514.66281838351 295788 543.863953576628 0
Cr_165 15335085 617659 2550.3156738609 291272 539.696210844582 0
Cr_166 16027653 629191 2473.91392194666 282200 531.224999411737 0
Cr_167 15548397 619389 2561.15908394721 297182 545.144017668726 0
Cr_168 12960156 566798 2822.79426284173 372032 609.944259748381 0
Cr_169 16134572 632500 2507.64189610419 284498 533.383539303567 0
Cr_170 11660076 531934 2967.66516808152 258332 508.263711079199 0
Cr_171 16115743 631645 2475.58147264815 298492 546.344213843251 0
Cr_172 8108077 435907 3663.78089995898 331972 576.170113768495 0
Cr_173 15407992 617664 2562.80227038897 279424 528.605713173817 0
Cr_174 15718242 624008 2462.28571748968 298692 546.527217986442 0
Cr_175 15756081 625631 2503.09685561925 306388 553.523260577187 0
Cr_176 14561127 601539 2546.05037651882 308882 555.77153579506 0
Cr_177 16393676 637592 2507.26078033281 289812 538.341898796666 0
Cr_178 16618804 641540 2534.33416446103 281300 530.377224247045 0
Cr_179 13700753 583183 2729.15637188628 329194 573.75430281611 0
Cr_180 15522324 619490 2625.27531341961 276244 525.589193191793 0
Cr_181 15310931 615435 2646.00977200054 282014 531.049903493071 0
Cr_182 9393984 477966 3298.21704336401 322226 567.649539769037 0
Cr_183 12703297 559591 2804.91044537884 294916 543.061690786599 0
Cr_184 16644234 642296 2465.32037023655 291906 540.283259041033 0
Cr_185 14829162 604698 2608.61346193483 288348 536.980446571381 0
Cr_186 15360442 617310 2581.33466468886 269872 519.492059612079 0
Cr_187 11923457 539187 2895.78583350055 256612 506.568850206958 0
Cr_188 15814366 624092 2760.43843420246 320944 566.519196497347 0
Cr_189 5516108 360068 4362.634337531 514178 717.062061470275 0
Cr_190 12448679 554263 2843.36667684864 349236 590.961927707699 0
Cr_191 17213701 654153 2456.84170657451 285208 534.048686919086 0
Cr_192 14480173 594495 2708.40870829613 235140 484.912363216283 0
Cr_193 16870392 644220 2665.91293882617 334840 578.653609683721 0
Cr_194 16117511 628177 2694.73122507333 322556 567.940137690584 0
Cr_195 13532560 574632 2771.03990613226 241868 491.800772671211 0
Cr_196 15666499 621095 2592.506000443 309492 556.320051768764 0
Cr_197 7161263 413741 3846.7925379181 363384 602.813403965108 0
Cr_198 15816340 624330 2741.93133077307 315482 561.677843607882 0
Cr_199 15902237 625871 2789.2798115642 328982 573.569524992394 0
Cr_200 16776067 644747 2496.16880106261 297958 545.855292179164 0
Cr_201 6884632 405276 3881.00912824985 346184 588.374030698161 0
Cr_202 6552139 397973 3936.70076524675 460054 678.27280647244 0
Cr_203 15874740 626628 2630.71033330594 290794 539.253187287753 0
Cr_204 15162336 611578 2659.71332319866 303080 550.527020226982 0
Cr_205 10937667 517313 3065.24981823251 285836 534.63632499111 0
Cr_206 12209022 547990 2871.37278217404 278904 528.113624137836 0
Cr_207 14583729 597573 2684.78262161436 299072 546.874757142803 0
Cr_208 11383346 525440 3017.43296016061 276290 525.632951782896 0
Cr_209 10946690 519062 2997.34598572378 334254 578.147040120418 0
Cr_210 14947865 609743 2557.21709522562 321010 566.577443956252 0
Cr_211 13338261 569499 2888.30915554839 293234 541.510849383463 0
Cr_212 6379304 391296 3999.56108214199 377676 614.553496450879 0
Cr_213 13179307 570839 2799.10960218554 334842 578.655337830733 0
Cr_214 14022234 588272 2706.92608959644 330438 574.837368305158 0
Cr_215 14910565 604715 2626.19227449675 304548 551.858677561566 0
Cr_216 14480468 595004 2634.7314809269 312150 558.703857155112 0
Cr_217 8434581 446291 3608.40849877898 313628 560.024999441989 0
Cr_218 14907689 606499 2602.37594083469 291324 539.744383944845 0
Cr_219 15859527 622349 2562.23879051032 268328 518.003860989472 0
Cr_220 16428378 636574 2552.53990856918 290732 539.19569731221 0
Cr_221 15840609 621969 2606.32740859834 294698 542.860939836345 0
Cr_222 15996604 626042 2583.68289977274 291224 539.651739550611 0
Cr_223 9428743 479287 3222.04897056721 330844 575.190403257913 0
Cr_224 12245572 543964 2905.48458776341 296432 544.455691493807 0
Cr_225 16098046 629892 2553.79967101616 284192 533.096614132936 0
Cr_226 14047012 587092 2680.91892918243 301190 548.807798778407 0
Cr_227 8472499 451723 3540.13959357925 314026 560.380228059485 0
Cr_228 14753662 605078 2578.96313170787 314736 561.013368824665 0
Cr_229 8083653 441581 3595.4986371484 327884 572.611561182622 0
Cr_230 9473054 479076 3306.14327772325 320914 566.492718399804 0
Cr_231 8941272 468958 3323.70769434785 350232 591.804021615264 0
Cr_232 7205203 414403 3792.32322396371 318164 564.060280466547 0
Cr_233 7844706 434116 3624.26571687273 299962 547.6878673113 0
Cr_234 7440660 422270 3704.36001721632 331318 575.602293254639 0
Cr_235 13177865 570323 2735.53447550708 300868 548.514357150294 0
Cr_236 11833594 538244 2940.20478049181 267104 516.821052202791 0
Cr_237 15436696 618722 2557.36135942155 296552 544.56588214834 0
Cr_238 13419906 575092 2760.63101827855 314504 560.806562015817 0
Cr_239 6525801 394931 3988.99955901434 348142 590.035592146779 0
Cr_240 6910421 403139 4003.09465173496 323490 568.761813064133 0
Cr_241 7338852 410938 3996.2031650264 315816 561.975088415848 0
Cr_242 15610539 620147 2541.55457484077 292832 541.139538381738 0
Cr_243 14250195 593161 2691.51011844224 316154 562.275733070528 0
Cr_244 16505299 639247 2596.7922368314 313454 559.869627681302 0
Cr_245 16069171 631579 2591.19843109355 281718 530.771137120322 0
Cr_246 14330695 594037 2699.68821843659 288382 537.012104146638 0
Cr_247 17049203 648401 2800.617321703 451030 671.587671119713 0
Cr_248 7340299 424565 3650.9977370336 505588 711.047115175921 0
Cr_249 6893467 411263 3713.20410249216 529714 727.814536815527 0
Cr_250 3643002 293816 5301.14558066435 801958 895.521077362225 0
Cr_251 7045472 415512 3722.5271820055 614360 783.811201757158 0
Cr_252 7763795 428767 3683.76641194047 308592 555.51057595693 0
Cr_253 10967285 511161 3081.9716012226 262316 512.167941206788 0
Cr_254 7345500 415278 3906.47855622462 293756 541.992619875954 0
Cr_255 14904072 603122 2584.15398116136 281908 530.950091816547 0
Cr_256 6630438 395550 4032.18375036914 359896 599.91332707317 0
Cr_257 15012579 610703 2624.80167980435 282948 531.928566632776 0
Cr_258 8008004 431750 3782.46216660943 302890 550.35443125317 0
Cr_259 9803320 485576 3332.87202365637 262076 511.933589443006 0
Cr_260 15869822 626642 2524.01342545793 264014 513.822926697515 0
Cr_261 7655191 428687 3641.77085130038 364080 603.390420871926 0
Cr_262 6778579 404517 3812.11996512037 409760 640.124987795352 0
Cr_263 12975008 568612 2671.62616275606 357212 597.672150932265 0
Cr_264 7050382 412008 3839.63210530486 478334 691.616946004072 0
Cr_265 7134113 420019 3664.5301071347 516596 718.746130424366 0
Cr_266 8036551 429017 3932.14765643115 288706 537.313688640072 0
Cr_267 13017000 567030 2753.23413834696 327946 572.66569654555 0
Cr_268 15572923 622151 2539.2435002787 287216 535.925367938485 0
Cr_269 13040834 567968 2747.73405959322 343178 585.813963643749 0
Cr_270 14534910 599902 2635.21236234117 334668 578.504969728005 0
Cr_271 5118157 352097 4351.79934764673 623274 789.477042098122 0
Cr_272 6528224 396170 3937.15573609689 479800 692.675970421957 0
Cr_273 6405593 389133 4067.15176281141 356058 596.70595773798 0
Cr_274 6833913 402295 3975.27021068387 356944 597.447905678813 0
Cr_275 5921049 379429 4071.43056571385 546754 739.42815742978 0
Cr_276 5381239 361203 4288.5489618805 591288 768.952534295843 0
Cr_277 12369275 551919 2824.14627155701 380236 616.632791862385 0
Cr_278 11476658 532284 2954.25393159757 378242 615.013820982911 0
Cr_279 8152746 446086 3472.83661435417 371922 609.854080907884 0
Cr_280 6048213 379027 4210.82715248453 360874 600.727891811259 0
Cr_281 15347777 615747 2557.62756617134 313104 559.556967609197 0
Cr_282 6703888 397228 4092.45913587697 339432 582.607929915136 0
Cr_283 16092182 632044 2469.65353037119 287108 535.824598166228 0
Cr_284 14895851 608181 2563.37050277372 294240 542.438936655547 0
Cr_285 6793137 399301 3976.46455425355 330152 574.588548441404 0
Cr_286 14391761 596145 2627.34975238916 335896 579.565354382058 0
Cr_287 7524314 417524 3881.86444196743 322296 567.711194182394 0
Cr_288 12813080 563754 2766.3080303369 340494 583.518637234493 0
Cr_289 4503939 325993 4836.2961684093 545636 738.671780969058 0
Cr_290 12032327 543073 2901.77133634482 284382 533.274788453383 0
Cr_291 6324018 391990 3968.17681906445 566544 752.691171729814 0
Cr_292 14574248 601188 2604.83636666416 328074 572.777443689955 0
Cr_293 14726830 603552 2635.25886288658 308492 555.420561376692 0
Cr_294 12363612 552474 2817.4628603196 378578 615.286924938276 0
Cr_295 5890416 371290 4230.91835007723 383568 619.328668801954 0
Cr_296 10747434 511772 3030.87783475714 337772 581.181555109933 0
Cr_297 12800142 563066 2739.57876078524 371702 609.673683210945 0
Cr_298 13782377 583813 2676.03794491485 307150 554.211151096764 0
Cr_299 12690698 558426 2855.0642691179 285822 534.623231818446 0
Cr_300 5732018 365362 4361.23645203293 423474 650.748799461052 0
In_1 456564 96964 13582.8966939801 4308930 2075.79623277431 1
In_2 435720 95694 13558.2160904954 4449114 2109.29229837877 1
In_3 378780 94838 13370.1580423521 4226286 2055.79327754519 1
In_4 339778 88624 14233.6065393586 4498508 2120.96864663295 1
In_5 417009 100625 12692.0104770312 3931268 1982.74254506227 1
In_6 277457 79879 15288.5118413349 5175008 2274.86439156271 1
In_7 425564 101892 12521.7568249491 3822180 1955.03964154183 1
In_8 388579 95871 13305.3336445651 4354518 2086.74818797094 1
In_9 263319 78763 15246.1094437847 5402844 2324.4018585434 1
In_10 664762 119734 11588.2466759515 2734188 1653.53802496344 1
In_11 201210 69254 16500.4283556175 6119634 2473.78940089895 1
In_12 200506 68574 16737.0168048845 5555190 2356.94505663581 1
In_13 190889 67183 16872.6184981419 7118658 2668.08133309313 1
In_14 261121 78321 15307.7982396126 5302484 2302.71231377261 1
In_15 289637 81705 15019.4844327609 4599214 2144.57781392982 1
In_16 183009 65865 17078.5832723011 6037434 2457.11904473511 1
In_17 325860 86546 14451.5346685955 4341000 2083.5066594566 1
In_18 340212 88236 14256.1825249849 4210702 2051.99951267051 1
In_19 407329 96599 13437.1033739467 3414324 1847.78894898741 1
In_20 436275 100463 12976.9026727436 3349888 1830.26992544816 1
In_21 379611 93931 13473.402438224 4236964 2058.38869021378 1
In_22 421018 99326 12975.6502172581 3874584 1968.39630156125 1
In_23 473676 105018 12488.1972067883 3577558 1891.44336420629 1
In_24 321651 87259 14188.029803987 4493350 2119.75234402512 1
In_25 533976 110456 12093.913549384 3583760 1893.08214296158 1
In_26 576534 115652 11584.8716045241 3124730 1767.69058378439 1
In_27 719779 126353 11125.6888200694 2951354 1717.95052315251 1
In_28 527139 108523 12272.5411630935 4029380 2007.33156204948 1
In_29 613888 115702 11831.127078275 3496856 1869.98823525711 1
In_30 464456 102722 12715.5981802438 4649124 2156.18273808135 1
In_31 386687 94413 13432.2484867339 4473614 2115.09196017573 1
In_32 229209 74169 15702.2989959727 5379728 2319.42406644408 1
In_33 205622 69748 16457.8430791065 5560100 2357.98642913822 1
In_34 173269 63785 17483.5295359118 6506686 2550.82065226076 1
In_35 313065 85777 14412.1279353283 4795506 2189.86437936234 1
In_36 572979 114081 11800.7534812717 4199834 2049.34965293871 1
In_37 166994 63132 17494.457279012 7154576 2674.80391804708 1
In_38 344974 90544 13814.8910068245 4378418 2092.46696509168 1
In_39 228785 73695 15911.5551861147 6035102 2456.64445942021 1
In_40 404360 98634 12850.7891408438 3996466 1999.11630477069 1
In_41 410465 99643 12751.416186375 3988462 1997.11341690952 1
In_42 408126 97924 12911.4860719034 4397872 2097.11039289781 1
In_43 538941 113903 11377.2065607845 3275682 1809.88452670329 1
In_44 238183 75377 15575.9178373142 4928810 2220.0923404219 1
In_45 242936 73932 16018.0811588145 6412750 2532.34081434549 1
In_46 219810 72220 16069.3010482054 6233736 2496.74508110059 1
In_47 311566 83700 14736.9997724792 4810080 2193.1894583004 1
In_48 343039 88015 14235.7044838611 4754778 2180.54534463285 1
In_49 279026 80942 14823.5702602286 5818740 2412.20645882561 1
In_50 220568 69916 16686.6119000669 6180154 2485.99155268074 1
In_51 249176 75264 15784.4032953024 4972496 2229.90941520054 1
In_52 262160 77952 15410.2239776034 4922980 2218.77894347319 1
In_53 333914 88212 14117.4236044161 4068916 2017.15542286657 1
In_54 338510 88996 14003.1826464068 4141218 2034.99828009755 1
In_55 340496 89534 13917.9549427175 3843052 1960.37037316931 1
In_56 368876 94068 13265.4467721906 4897396 2213.0061003079 1
In_57 404345 97601 13135.2662443586 4149000 2036.90942361216 1
In_58 571909 115739 11545.9872025026 3541918 1881.99840595044 1
In_59 656355 122953 11166.7874859505 2430598 1559.0375236023 1
In_60 520830 108678 12340.320623401 2969396 1723.19354687742 1
In_61 457029 102297 12807.1326915348 2841168 1685.57645925659 1
In_62 492011 107879 12170.1742881416 3133126 1770.0638406566 1
In_63 366834 92844 13637.7834024286 3646316 1909.53292718403 1
In_64 229848 73282 16005.8134589065 5533886 2352.42130580387 1
In_65 383770 96456 13010.3415447909 5622146 2371.10649275818 1
In_66 396618 98556 12775.1501750254 4043746 2010.90676064307 1
In_67 181875 65981 16980.6976790959 6653492 2579.43637254343 1
In_68 575862 118308 11146.3691115087 3033202 1741.60902615943 1
In_69 291866 83286 14615.1356265778 4691058 2165.88503850043 1
In_70 365294 93468 13455.7471062458 4268548 2066.0464660796 1
In_71 654308 122988 11126.8378359969 2433454 1559.95320442634 1
In_72 613130 117948 11599.7936001594 3108248 1763.02240484913 1
In_73 572398 115700 11607.2411910795 2527578 1589.83584058229 1
In_74 394433 96285 13262.1767913677 2846152 1687.05423742095 1
In_75 409454 98318 13043.5328479179 3288980 1813.55452082368 1
In_76 249532 76402 15582.3185625684 4910776 2216.02707564687 1
In_77 378995 92701 13807.6585895531 3612974 1900.78247045789 1
In_78 152320 59890 18155.9239231283 8067874 2840.40032389802 1
In_79 412015 99381 12767.0234360958 5295014 2301.08974183972 1
In_80 244980 75942 15585.8124579862 4666494 2160.20693453197 1
In_81 296303 83503 14562.5795554115 4840012 2200.00272727104 1
In_82 371348 92828 13612.2657548441 5546788 2355.16199018242 1
In_83 412585 98881 12903.2234697851 4823750 2196.30371305974 1
In_84 354265 92385 13466.7039848548 5922786 2433.67746425035 1
In_85 399381 97527 12995.4888916216 4550072 2133.0897777637 1
In_86 397230 96208 13244.9188337954 4386890 2094.49039147951 1
In_87 546030 113320 11630.0314101503 5698444 2387.14138667989 1
In_88 389603 95413 13312.776445824 5256920 2292.79741800273 1
In_89 183837 66363 16937.4473768614 5899638 2428.91704263443 1
In_90 546609 114247 11584.7944182229 5105762 2259.59332624258 1
In_91 545664 114078 11468.7439881454 4582720 2140.72884784599 1
In_92 292020 83944 14418.88778456 4778904 2186.07044717228 1
In_93 273238 79286 15312.3437959449 4774650 2185.09725184029 1
In_94 316840 84726 14795.5062256534 4463772 2112.76406633585 1
In_95 205154 69766 16447.8967054414 5060180 2249.48438536479 1
In_96 204204 69554 16483.1630353316 5184776 2277.01032057389 1
In_97 287396 82136 14764.8063723056 3788048 1946.29083129937 1
In_98 325407 86317 14428.0040547019 3882960 1970.52277327617 1
In_99 378905 94273 13434.8021007936 3392462 1841.86373002999 1
In_100 375374 94460 13317.2353111049 3786852 1945.98355594285 1
In_101 609378 121986 10827.1633212874 2897112 1702.09047938116 1
In_102 427842 98952 13156.6060187716 2836604 1684.2220756183 1
In_103 457593 102725 12688.4772931931 3713718 1927.10093145118 1
In_104 268544 77672 15640.6617105914 4507112 2122.99599622797 1
In_105 288091 81493 14975.2209436706 4434878 2105.91500303312 1
In_106 132065 55951 18861.9826024214 7742000 2782.44496800925 1
In_107 166499 63419 17349.1289965144 7450742 2729.60473329015 1
In_108 457739 103657 12474.4333263766 3945510 1986.33078816193 1
In_109 240993 75331 15740.6991062954 5541460 2354.03058603749 1
In_110 361462 91876 13783.8503235915 4179766 2044.44760265457 1
In_111 456744 104460 12400.3084768271 3711506 1926.52692688164 1
In_112 385484 91350 13872.1968617926 4739572 2177.05581003336 1
In_113 130724 55604 18939.7654298642 7568496 2751.08996581355 1
In_114 281069 79769 15362.8446321193 5855200 2419.75205341374 1
In_115 286936 82194 14803.0862610151 5267952 2295.20195189879 1
In_116 305258 85144 14398.8619708743 4917534 2217.55135228026 1
In_117 181773 65441 17188.0550752376 5984788 2446.38263564799 1
In_118 223134 72766 15985.8860802611 5489320 2342.92978981445 1
In_119 204184 69252 16599.6511165864 5205784 2281.61872362584 1
In_120 305502 84950 14375.6346647301 4867666 2206.27876751783 1
In_121 424606 101922 12412.1883812724 7991458 2826.91669491692 1
In_122 421424 100118 12788.5243601183 3315636 1820.88879396848 1
In_123 417489 99081 12978.1778322782 3477142 1864.70962886987 1
In_124 148732 59296 18244.3024432487 6462518 2542.14830409243 1
In_125 298494 83874 14587.4954069997 3824920 1955.74026905415 1
In_126 352867 91485 13629.3271023997 3807618 1951.31186641193 1
In_127 521540 112692 11472.9706195879 4330108 2080.89115525056 1
